full_visitor_id,visit_id,channel_grouping,transactions,revenue
0004186385457250117,1487206649,Direct,0,0.0
0004204957972065597,1484123297,Organic Search,0,0.0
0004335832442297547,1486060001,Organic Search,0,0.0
0004359630748414109,1484140400,Organic Search,0,0.0
0004430211356450372,1479218398,Social,0,0.0
0004432532374025334,1480255040,Social,0,0.0
0004658613138888311,1479492175,Referral,0,0.0
0004703018749311015,1485316138,Affiliates,0,0.0
0004709756648508475,1479096901,Organic Search,0,0.0
0004731470319580136,1482786528,Direct,0,0.0
0004760210189009868,1479195250,Social,0,0.0
0004867638405459898,1484490146,Direct,0,0.0
0004926547321345830,1481062404,Organic Search,0,0.0
0004964943560913819,1486578359,Referral,0,0.0
0004986601358137832,1478659600,Social,0,0.0
0004989125742297097,1478037408,Organic Search,0,0.0
0005045990529285434,1483375018,Organic Search,0,0.0
0005058982040886984,1478588288,Social,0,0.0
0005085487390034367,1486900628,Organic Search,0,0.0
0005113509587349615,1479028718,Social,0,0.0
0005113509587349615,1481462189,Social,0,0.0
0005113509587349615,1482983724,Social,0,0.0
0005113509587349615,1483345364,Social,0,0.0
0005151654836353550,1481849970,Referral,0,0.0
0005224157940049074,1484033922,Referral,0,0.0
000523898361254604,1484671994,Referral,0,0.0
000523898361254604,1484936685,Referral,0,0.0
0005278730264475678,1486057283,Paid Search,0,0.0
0005320110831250105,1486662231,Social,0,0.0
0005375044870917334,1479068332,Organic Search,0,0.0
0005377717585462553,1478536880,Social,0,0.0
0005418520506164890,1482142278,Direct,0,0.0
000544056409085821,1485874269,Organic Search,0,0.0
0005501684003422493,1480436210,Social,0,0.0
0005521426141960240,1479907202,Organic Search,0,0.0
0005581475094829152,1479193984,Organic Search,0,0.0
0005604256236421547,1485291866,Direct,0,0.0
0005632003733532109,1481922776,Social,0,0.0
0005703676124397865,1488166879,Organic Search,0,0.0
0005703676124397865,1488262673,Organic Search,0,0.0
0005776281562199569,1482816162,Direct,0,0.0
0005779430370582911,1480873446,Social,0,0.0
0005788546660556067,1480092318,Social,0,0.0
0005894309095425832,1481328618,Social,0,0.0
0005964519549395216,1482309072,Organic Search,0,0.0
0005965189295058765,1487234496,Organic Search,0,0.0
0006010179560297284,1480069381,Direct,0,0.0
000603138659912425,1482684240,Direct,0,0.0
000603138659912425,1483040107,Direct,0,0.0
0006054419076885007,1479449957,Social,0,0.0
0006113355075403011,1485821312,Organic Search,0,0.0
000614761893770079,1486764658,Paid Search,0,0.0
0006167988871087633,1484325443,Organic Search,0,0.0
0006223389939916936,1478185221,Social,0,0.0
0006228290659746608,1484521627,Referral,0,0.0
0006260606501254792,1482497828,Paid Search,0,0.0
0006263907339768115,1480825743,Paid Search,0,0.0
0006263907339768115,1480825768,Organic Search,0,0.0
0006329017397098241,1479025771,Organic Search,0,0.0
0006335275275140359,1479996367,Social,0,0.0
000633757804366723,1481215961,Social,0,0.0
0006401728158192560,1487657284,Direct,0,0.0
0006439966371227399,1482461482,Social,0,0.0
0006506653828422071,1484160676,Organic Search,0,0.0
0006506653828422071,1484508468,Organic Search,0,0.0
0006567963610175367,1480081097,Social,0,0.0
0006631383076115235,1488194650,Organic Search,0,0.0
0006633498946992652,1485348509,Organic Search,0,0.0
0006670515720168017,1486916518,Organic Search,0,0.0
000672465196629740,1487077705,Direct,0,0.0
0006743023375429011,1481982806,Direct,0,0.0
0006743023375429011,1482226826,Direct,0,0.0
0006743023375429011,1482248846,Direct,0,0.0
0006746295360194683,1485234978,Direct,0,0.0
0006763804278327395,1478459976,Organic Search,0,0.0
0006815897690710127,1487814789,Direct,0,0.0
0006825549445979163,1483900532,Paid Search,0,0.0
0006825549445979163,1483947646,Paid Search,0,0.0
0006852739278702844,1487580565,Organic Search,0,0.0
000689210164197666,1480974245,Social,0,0.0
0006925191027580376,1481375639,Organic Search,0,0.0
000696790665307308,1485431224,Affiliates,0,0.0
000696790665307308,1485439370,Affiliates,0,0.0
0006972685091967991,1481744889,Referral,0,0.0
0006985079521492490,1478298520,Social,0,0.0
0007017338788812056,1479646992,Social,0,0.0
000710448170978711,1483362660,Organic Search,0,0.0
0007126784149563855,1480511014,Social,0,0.0
0007128081300304987,1478289880,Social,0,0.0
0007141263466269868,1481874197,Direct,0,0.0
0007191508490573118,1482272078,Direct,0,0.0
0007227810877422207,1480773388,Social,0,0.0
0007320860683709329,1482812996,Organic Search,0,0.0
0007378361736355616,1483788132,Affiliates,0,0.0
0007464714939874350,1487291641,Referral,0,0.0
0007464714939874350,1487291920,Social,0,0.0
0007476459340319279,1484707654,Organic Search,0,0.0
0007558188367445646,1478208944,Social,0,0.0
0007617910709180468,1480870581,Organic Search,0,0.0
0007617910709180468,1481052780,Organic Search,0,0.0
0007617910709180468,1481559832,Organic Search,1,21.99
0007710620682427088,1481882585,Organic Search,0,0.0
0007738031110778589,1487341561,Direct,0,0.0
0007748784334172727,1486432688,Organic Search,0,0.0
0007755390425729720,1479837627,Organic Search,0,0.0
000775897351064931,1481045848,Organic Search,0,0.0
0007868723093765239,1481896603,Direct,0,0.0
0007950316107280774,1485453877,Social,0,0.0
0007962122530908844,1483176393,Organic Search,0,0.0
000798595710895296,1478730022,Social,0,0.0
0008034334063658551,1481223606,Direct,0,0.0
0008087522416297218,1479461413,Social,0,0.0
0008088727011810946,1483183787,Social,0,0.0
0008101238577441421,1479515760,Referral,0,0.0
0008133452769769251,1481568283,Direct,0,0.0
0008149076280761975,1483087151,Social,0,0.0
0008164774926038173,1482056851,Social,0,0.0
0008274580108991887,1478756254,Social,0,0.0
0008347471965012495,1480496439,Social,0,0.0
0008470300513991670,1484802433,Social,0,0.0
0008489440321271222,1487368072,Referral,0,0.0
0008543502700911746,1479749849,Referral,0,0.0
0008543716502001544,1487065688,Organic Search,0,0.0
0008653504047740326,1486741014,Organic Search,0,0.0
0008712721509172492,1483755822,Organic Search,0,0.0
0008729874920123501,1479116544,Social,0,0.0
0008731780899941045,1482870679,Organic Search,0,0.0
0008731780899941045,1482870962,Referral,0,0.0
000876883925928649,1478032762,Organic Search,0,0.0
0008781827140077859,1481857840,Paid Search,0,0.0
0008803609936035742,1480775784,Social,0,0.0
0008833576770625169,1478617210,Social,0,0.0
0008841063916474380,1479460047,Organic Search,0,0.0
0008883370803863129,1487965421,Social,0,0.0
0008898709136450518,1487547138,Organic Search,0,0.0
0008899426680825169,1486901337,Social,0,0.0
0008982327796829635,1487731366,Social,0,0.0
0009038723733767042,1484126244,Organic Search,0,0.0
0009101120723375357,1484426242,Organic Search,0,0.0
0009117057581607751,1483126176,Organic Search,0,0.0
0009124901753619167,1478204586,Referral,0,0.0
0009170418199842115,1482761056,Organic Search,0,0.0
000923747808925443,1483806859,Social,0,0.0
0009272663217476733,1480013644,Social,0,0.0
0009325056032135446,1485968986,Organic Search,0,0.0
000935077055008979,1479880811,Social,0,0.0
000937838020298941,1481632126,Social,0,0.0
000937838020298941,1482215922,Social,0,0.0
0009407102725292333,1481047607,Organic Search,0,0.0
0009443688700945926,1480292271,Social,0,0.0
0009451916890552303,1480336528,Social,0,0.0
0009481129194506502,1481640282,Social,0,0.0
0009514362385110067,1482509026,Affiliates,0,0.0
0009521604379889327,1487491180,Social,0,0.0
0009524745653361380,1487861507,Organic Search,0,0.0
0009577943039128807,1487620179,Organic Search,0,0.0
0009577943039128807,1487627862,Organic Search,0,0.0
000958174327218501,1478817086,Organic Search,0,0.0
000958174327218501,1478841651,Organic Search,0,0.0
0009653656497354194,1478612705,Social,0,0.0
0009678525825120926,1486687448,Referral,0,0.0
0009698866295854774,1483918143,Affiliates,0,0.0
0009722764780116269,1481470372,Social,0,0.0
0009734103988256050,1483702872,Organic Search,0,0.0
0009805702406011320,1483205150,Social,0,0.0
0009805702406011320,1483208658,Social,0,0.0
0009807647176187138,1480895752,Organic Search,0,0.0
0009820827447495714,1486805551,Organic Search,0,0.0
0009834325573666752,1485297814,Direct,0,0.0
0009843613836189950,1478053355,Direct,0,0.0
0009864290941793865,1480960573,Social,0,0.0
0009864928691301984,1479508423,Social,0,0.0
0009868639900193602,1484547046,Organic Search,0,0.0
0009874601725296379,1479200538,Social,0,0.0
0010131735635356180,1478463555,Organic Search,0,0.0
0010139630127279334,1478240167,Social,0,0.0
0010139630127279334,1479498783,Social,0,0.0
0010139630127279334,1480404483,Social,0,0.0
001015884641941816,1487040409,Organic Search,0,0.0
0010168878280038048,1483419850,Organic Search,0,0.0
001018050431141992,1487176325,Organic Search,0,0.0
001018050431141992,1487262631,Organic Search,0,0.0
0010189735510750860,1486206995,Organic Search,0,0.0
0010218080556574256,1481559964,Direct,0,0.0
001029469340898033,1480391573,Social,0,0.0
001029705998137886,1486121702,Social,0,0.0
0010304823114469097,1484539009,Affiliates,0,0.0
0010320965075770686,1479028539,Social,0,0.0
0010394362989787191,1483693162,Organic Search,0,0.0
0010433607225034821,1478290328,Organic Search,0,0.0
0010501967294109450,1479843240,Organic Search,0,0.0
0010580717034575840,1484828379,Organic Search,0,0.0
0010609252662029743,1479925966,Social,0,0.0
0010731847277496912,1480200525,Social,0,0.0
0010744163063113671,1478501237,Social,0,0.0
001078179952526560,1478192589,Social,0,0.0
0010783018173900457,1479202979,Organic Search,0,0.0
0010858735125274887,1481926963,Direct,0,0.0
0010900999106911219,1481594283,Social,0,0.0
0010954046609364534,1480264711,Social,0,0.0
0010963369995236287,1486115854,Organic Search,0,0.0
0011056874471185769,1480996024,Social,0,0.0
0011148821686448845,1484167255,Organic Search,0,0.0
0011296111936649223,1483396116,Paid Search,0,0.0
0011296111936649223,1483396117,Paid Search,0,0.0
0011301545656408930,1479541636,Social,0,0.0
0011304133290401788,1481323516,Organic Search,0,0.0
0011356452625562306,1479274928,Social,0,0.0
0011357327767339839,1479912509,Organic Search,0,0.0
0011375444649963296,1478318427,Social,0,0.0
0011510989814628497,1479008163,Social,0,0.0
0011544065544023509,1484768048,Social,0,0.0
0011594333715831309,1478080980,Social,0,0.0
001161486785116895,1485793300,Social,0,0.0
0011622271554555363,1487248388,Direct,0,0.0
0011640236432172878,1484346558,Social,0,0.0
0011642439440047159,1484558911,Organic Search,0,0.0
0011642439440047159,1484578844,Organic Search,0,0.0
0011684563748538304,1480266471,Social,0,0.0
0011757975269872162,1485515407,Organic Search,0,0.0
0011863456732577394,1478564437,Affiliates,0,0.0
0011890945301322685,1480040688,Social,0,0.0
0011985889757068142,1485801843,Organic Search,0,0.0
0012021439019164032,1482079982,Direct,0,0.0
0012057370208311764,1481944190,Organic Search,0,0.0
0012077910431086364,1482772575,Direct,0,0.0
0012155811986673889,1481020016,Organic Search,0,0.0
0012169023336926915,1482449832,Organic Search,0,0.0
0012177113547521655,1484555568,Social,0,0.0
0012254226616829790,1487368188,Social,0,0.0
0012268428821990722,1479323634,Social,0,0.0
0012304819290113785,1479443029,Social,0,0.0
0012326774397174777,1481743798,Organic Search,0,0.0
0012357902463359081,1478442018,Social,0,0.0
0012372064326475017,1485988259,Organic Search,0,0.0
0012372064326475017,1486062076,Organic Search,0,0.0
0012373878194711985,1484671655,Organic Search,0,0.0
0012411535146334874,1487019517,Referral,0,0.0
0012491677680968491,1478854678,Organic Search,0,0.0
0012534973125429259,1483573178,Organic Search,0,0.0
0012562939338383447,1485277618,Organic Search,0,0.0
0012562939338383447,1486502646,Organic Search,0,0.0
0012610008328944150,1478628557,Social,0,0.0
0012635623496488017,1484706095,Organic Search,0,0.0
0012697254569908185,1479580989,Social,0,0.0
0012728448635242041,1481245840,Direct,0,0.0
0012757837009060802,1480347684,Organic Search,0,0.0
0012777783752382415,1481149038,Referral,0,0.0
0012830558817962983,1479242936,Referral,0,0.0
0012834860146874560,1478939264,Social,0,0.0
0012837521425785184,1485044683,Organic Search,0,0.0
0012853079978277421,1479349625,Social,0,0.0
0012894526858063685,1488221288,Referral,0,0.0
0012939048192229836,1480703102,Social,0,0.0
0012944737133589718,1480908781,Direct,0,0.0
0012992070483454804,1485916831,Organic Search,0,0.0
0013099362296670112,1487130528,Organic Search,0,0.0
0013099362296670112,1487130578,Paid Search,0,0.0
0013099362296670112,1487130597,Organic Search,0,0.0
0013099362296670112,1487335009,Organic Search,0,0.0
0013112254498225448,1487158731,Direct,0,0.0
0013173727219698718,1485938210,Social,0,0.0
0013197137512198150,1478107841,Organic Search,0,0.0
0013197137512198150,1478271161,Organic Search,0,0.0
0013197137512198150,1478450237,Organic Search,0,0.0
0013197137512198150,1478466290,Organic Search,0,0.0
0013197137512198150,1479093581,Organic Search,0,0.0
0013197137512198150,1479093630,Social,0,0.0
0013240590718087895,1482773484,Organic Search,0,0.0
001324382917654255,1484073992,Direct,0,0.0
0013287540182013782,1479847480,Organic Search,0,0.0
0013305062664613882,1483219575,Organic Search,0,0.0
0013305062664613882,1483232852,Organic Search,0,0.0
0013305062664613882,1483339968,Organic Search,0,0.0
0013321264981016481,1479796636,Organic Search,0,0.0
0013321264981016481,1481380370,Organic Search,0,0.0
0013321264981016481,1482509917,Organic Search,0,0.0
0013321264981016481,1482523711,Organic Search,0,0.0
0013343042301810496,1479763553,Social,0,0.0
001340259538715250,1486033160,Organic Search,0,0.0
001341874423956398,1487238081,Direct,0,0.0
0013506914945934512,1478841623,Direct,0,0.0
0013513058854408276,1481204181,Paid Search,0,0.0
0013584324038551804,1486971480,Organic Search,0,0.0
0013590730835159503,1479876827,Social,0,0.0
0013701781325366363,1485358372,Direct,0,0.0
0013722993878378643,1483039000,Social,0,0.0
0013793724006883191,1484091173,Social,0,0.0
0013911157155126398,1482072890,Social,0,0.0
0013968337284719027,1486402604,Direct,0,0.0
0014023982617894962,1482937431,Social,0,0.0
0014044713084017556,1482962470,Organic Search,0,0.0
0014104328997656208,1483147088,Direct,0,0.0
0014155308602211286,1480995993,Social,0,0.0
0014227430558474442,1481318011,Organic Search,0,0.0
0014253006455543633,1487545280,Organic Search,1,64.99
0014254100141826104,1478942841,Social,0,0.0
0014256672578655164,1485279596,Direct,0,0.0
0014301141413241482,1484808290,Paid Search,0,0.0
0014349216394806986,1486068908,Referral,0,0.0
0014349216394806986,1486071440,Referral,0,0.0
0014420964177476337,1479884981,Social,0,0.0
0014421103903964655,1480881844,Social,0,0.0
0014430454643599881,1481416776,Paid Search,0,0.0
0014463846083868471,1478783911,Social,0,0.0
0014532290120027630,1479322738,Social,0,0.0
0014563137784704314,1482245026,Social,0,0.0
0014579710593716865,1482301045,Affiliates,0,0.0
0014584756980595900,1478159724,Social,0,0.0
0014668888794121110,1480003633,Social,0,0.0
0014673043921727307,1487353052,Referral,0,0.0
0014709258363903476,1487372198,Direct,0,0.0
0014732531912009551,1480878826,Social,0,0.0
0014757986203488248,1479490725,Social,0,0.0
0014765791759454912,1479604766,Social,0,0.0
0014775350063549502,1481910440,Social,0,0.0
0014884852016449602,1483249239,Referral,0,0.0
0014884852016449602,1483257533,Referral,0,0.0
0014884852016449602,1483257533,Referral,0,0.0
0014925760757696404,1479225455,Social,0,0.0
001495682185430091,1479707044,Organic Search,0,0.0
0014982083904948162,1482100479,Direct,0,0.0
0014997413479849928,1483473103,Referral,0,0.0
0014997413479849928,1485202708,Referral,0,0.0
0015061258954358331,1478334890,Social,0,0.0
0015162610577415790,1481464545,Organic Search,0,0.0
0015219603319425324,1478494944,Organic Search,0,0.0
001523681114996224,1478151074,Social,0,0.0
0015284153431517072,1487403122,Organic Search,0,0.0
0015380664562516520,1483727987,Social,0,0.0
0015434018318253465,1481391733,Organic Search,0,0.0
0015434018318253465,1481394453,Organic Search,0,0.0
0015434018318253465,1481406945,Organic Search,0,0.0
0015450757366836461,1479822923,Organic Search,0,0.0
0015460355736675099,1488261628,Organic Search,0,0.0
0015510865608280314,1479325164,Referral,0,0.0
0015511254606238850,1486031424,Organic Search,0,0.0
0015653045440018811,1486421793,Organic Search,0,0.0
0015661500498522421,1478276127,Organic Search,0,0.0
0015731153666510386,1485383862,Direct,0,0.0
0015776461238141906,1479929626,Social,0,0.0
0015788146692846718,1482879539,Organic Search,0,0.0
001586849164883994,1479412870,Direct,0,0.0
0015870581300669362,1478269776,Social,0,0.0
0015891394540546212,1480343622,Social,0,0.0
0015950283479889703,1487828066,Organic Search,0,0.0
0015950283479889703,1487834462,Organic Search,0,0.0
0015950283479889703,1487872339,Organic Search,0,0.0
0015950283479889703,1488148550,Organic Search,1,5.5
001596036581292713,1484178938,Organic Search,0,0.0
0015980521034237800,1481266905,Social,0,0.0
0016000090244710064,1480187322,Social,0,0.0
0016009638277152749,1486005860,Social,0,0.0
0016045435358043668,1479801324,Social,0,0.0
0016090916329141353,1487828816,Direct,0,0.0
001614421824601754,1480785955,Social,0,0.0
0016155135535464738,1479748387,Social,0,0.0
0016162189479758695,1478930139,Social,0,0.0
001619121826545149,1486487484,Social,0,0.0
0016202118729659704,1480373475,Display,0,0.0
0016316356325418630,1483931320,Direct,0,0.0
0016459477361728145,1487685443,Social,0,0.0
0016515823787296346,1478608423,Social,0,0.0
0016545037289810916,1486533250,Paid Search,0,0.0
0016575343325630458,1480019011,Organic Search,0,0.0
0016612558810314868,1479113959,Social,0,0.0
0016661387945511427,1485035070,Social,0,0.0
0016682914448680483,1479959910,Organic Search,0,0.0
001671621793132929,1480982418,Display,0,0.0
0016719195469870002,1486398935,Organic Search,0,0.0
0016834488930193673,1478552847,Social,0,0.0
001684362060013225,1485877551,Organic Search,0,0.0
001686605142824817,1481338761,Paid Search,0,0.0
0016870984072403587,1484794217,Organic Search,0,0.0
0016883628233932470,1483552966,Direct,0,0.0
0016884185126916979,1481929855,Direct,0,0.0
0016933539074719119,1479803437,Organic Search,0,0.0
0016959150196306940,1483948226,Referral,0,0.0
001710685133046788,1485032295,Social,0,0.0
0017119457644214391,1480151687,Referral,0,0.0
0017126060486107891,1479748355,Direct,0,0.0
0017126060486107891,1479750361,Direct,0,0.0
0017192747347505874,1482169075,Organic Search,0,0.0
0017209370805326703,1483398303,Organic Search,0,0.0
0017233528418318086,1488088191,Direct,0,0.0
0017233953766129559,1482592649,Organic Search,0,0.0
0017260370810473822,1480172356,Social,0,0.0
0017277226347074347,1486388624,Direct,0,0.0
0017292376782143763,1487451666,Social,0,0.0
0017353494814525771,1478197780,Social,0,0.0
0017357017020769021,1486628229,Affiliates,0,0.0
0017373815580187343,1485345555,Direct,0,0.0
0017387415650462403,1486963847,Direct,0,0.0
0017415496787665277,1481758106,Organic Search,0,0.0
0017454914059225505,1485913125,Paid Search,0,0.0
0017468359608577168,1480644130,Organic Search,0,0.0
0017480007781879941,1485627045,Affiliates,0,0.0
001752878610977108,1480875595,Social,0,0.0
0017532785004241377,1488253894,Social,0,0.0
0017537212691702229,1482887157,Organic Search,0,0.0
0017543033028839440,1478458446,Direct,0,0.0
0017584940098623208,1483197269,Social,0,0.0
0017723156570809619,1481647842,Organic Search,0,0.0
0017889270992436697,1481538468,Organic Search,0,0.0
0017889270992436697,1485255704,Organic Search,0,0.0
0017889270992436697,1485955988,Organic Search,0,0.0
001796558096917930,1479874940,Social,0,0.0
0018021861082789100,1484817808,Organic Search,0,0.0
0018060396760768968,1478056454,Social,0,0.0
0018094491063949293,1484752699,Direct,0,0.0
0018109897567705659,1478874658,Social,0,0.0
0018149120589552305,1487178656,Organic Search,0,0.0
0018180492133581520,1487967199,Referral,0,0.0
0018233282302552709,1481593300,Social,0,0.0
0018257421456516401,1480514012,Social,0,0.0
0018267250380975316,1480668477,Social,0,0.0
0018374382198345820,1481921527,Paid Search,0,0.0
0018374382198345820,1481954010,Paid Search,0,0.0
0018374382198345820,1481987178,Paid Search,0,0.0
0018374382198345820,1482001501,Paid Search,0,0.0
0018374382198345820,1482067294,Paid Search,0,0.0
0018374382198345820,1482108964,Paid Search,0,0.0
0018374382198345820,1482116610,Paid Search,0,0.0
0018379288070504405,1482210704,Organic Search,0,0.0
0018393250313314414,1478679006,Social,0,0.0
0018431897310656180,1484143965,Organic Search,0,0.0
0018436967902648078,1486235080,Organic Search,0,0.0
0018436967902648078,1486292772,Organic Search,0,0.0
0018447379348640511,1485772483,Organic Search,0,0.0
0018574713252015132,1483324375,Paid Search,0,0.0
0018609321417995796,1479601809,Social,0,0.0
0018628425133531969,1483476054,Organic Search,0,0.0
0018667678334255042,1481410463,Organic Search,0,0.0
0018731708975457096,1479984068,Social,0,0.0
0018748970269419497,1478159343,Social,0,0.0
0018800897740760890,1480260169,Paid Search,0,0.0
0018811240442569048,1483133708,Direct,0,0.0
0018817017701278878,1480335614,Organic Search,0,0.0
0018822472571637380,1481330876,Referral,0,0.0
0018859620279426137,1485621422,Social,0,0.0
0018859620279426137,1487361899,Social,0,0.0
0018880175273181347,1481093521,Direct,0,0.0
0018969699106592302,1482436652,Organic Search,0,0.0
0019086477934826059,1480266197,Social,0,0.0
0019122599056904784,1487713965,Social,0,0.0
0019222684349079440,1485675053,Direct,0,0.0
0019238455644956459,1481507448,Direct,0,0.0
001926574122718564,1480847473,Social,0,0.0
0019270187773446684,1479615145,Organic Search,0,0.0
0019299207786228396,1480172535,Organic Search,0,0.0
0019299207786228396,1481971250,Organic Search,0,0.0
0019312605299249274,1480567203,Social,0,0.0
0019344878799081175,1481112483,Organic Search,0,0.0
0019522807898090837,1478541084,Social,0,0.0
0019612470994343873,1486448455,Organic Search,0,0.0
0019612470994343873,1486526474,Organic Search,0,0.0
0019612470994343873,1486534505,Organic Search,0,0.0
0019643468844801446,1485313678,Direct,0,0.0
0019711454233142599,1487356983,Referral,0,0.0
0019854719289368214,1481848465,Organic Search,0,0.0
0019854719289368214,1481920449,Organic Search,0,0.0
0019854719289368214,1482079265,Organic Search,0,0.0
0019854719289368214,1483625263,Organic Search,0,0.0
0019854719289368214,1483860364,Organic Search,0,0.0
0019882603952793888,1479040634,Social,0,0.0
0019885311580307189,1479452812,Social,0,0.0
0019925520995653782,1478233294,Social,0,0.0
0019925520995653782,1479630106,Social,0,0.0
0019925520995653782,1480779092,Social,0,0.0
0019946234625700401,1485299835,Direct,0,0.0
0019959816835777825,1485917037,Direct,0,0.0
0019985353483526432,1478180707,Organic Search,0,0.0
0019988599292348441,1479115704,Social,0,0.0
0020055811343598958,1480574174,Organic Search,0,0.0
0020112614309763915,1488047415,Organic Search,0,0.0
0020120983451886359,1481688960,Social,0,0.0
0020154188200921440,1484665085,Organic Search,0,0.0
0020154188200921440,1488294330,Organic Search,0,0.0
0020230985905661564,1480230726,Organic Search,0,0.0
0020245539808117461,1478374327,Organic Search,0,0.0
0020250919064154479,1480976525,Referral,0,0.0
0020250919064154479,1481047406,Referral,0,0.0
0020250919064154479,1481058609,Referral,0,0.0
0020250919064154479,1481814513,Referral,0,0.0
0020250919064154479,1482248877,Referral,0,0.0
0020250919064154479,1482330719,Referral,0,0.0
0020250919064154479,1482336118,Referral,0,0.0
0020250919064154479,1482340963,Referral,0,0.0
0020250919064154479,1483460115,Referral,0,0.0
0020279133550916586,1487393752,Organic Search,0,0.0
