full_visitor_id,touchpoint_path,converted
0010783018173900457,Organic Search,0
0010858735125274887,Direct,0
0010900999106911219,Social,0
0010954046609364534,Social,0
0010963369995236287,Organic Search,0
0011056874471185769,Social,0
0011148821686448845,Organic Search,0
0011296111936649223,Paid Search > Paid Search,0
0011301545656408930,Social,0
0011304133290401788,Organic Search,0
0011356452625562306,Social,0
0011357327767339839,Organic Search,0
0011375444649963296,Social,0
0011510989814628497,Social,0
0011544065544023509,Social,0
0011594333715831309,Social,0
001161486785116895,Social,0
0011622271554555363,Direct,0
0011640236432172878,Social,0
0011642439440047159,Organic Search > Organic Search,0
0011684563748538304,Social,0
0011757975269872162,Organic Search,0
0011863456732577394,Affiliates,0
0011890945301322685,Social,0
0011985889757068142,Organic Search,0
0012021439019164032,Direct,0
0012057370208311764,Organic Search,0
0012077910431086364,Direct,0
0012155811986673889,Organic Search,0
0012169023336926915,Organic Search,0
0012177113547521655,Social,0
0012254226616829790,Social,0
0012268428821990722,Social,0
0012304819290113785,Social,0
0012326774397174777,Organic Search,0
0012357902463359081,Social,0
0012372064326475017,Organic Search > Organic Search,0
0012373878194711985,Organic Search,0
0012411535146334874,Referral,0
0012491677680968491,Organic Search,0
0012534973125429259,Organic Search,0
0012562939338383447,Organic Search > Organic Search,0
0012610008328944150,Social,0
0012635623496488017,Organic Search,0
0012697254569908185,Social,0
0012728448635242041,Direct,0
0012757837009060802,Organic Search,0
0012777783752382415,Referral,0
0012830558817962983,Referral,0
0012834860146874560,Social,0
0012837521425785184,Organic Search,0
0012853079978277421,Social,0
0012894526858063685,Referral,0
0012939048192229836,Social,0
0012944737133589718,Direct,0
0012992070483454804,Organic Search,0
0013099362296670112,Organic Search > Paid Search > Organic Search > Organic Search,0
0013112254498225448,Direct,0
0013173727219698718,Social,0
0013197137512198150,Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Social,0
0013240590718087895,Organic Search,0
001324382917654255,Direct,0
0013287540182013782,Organic Search,0
0013305062664613882,Organic Search > Organic Search > Organic Search,0
0013321264981016481,Organic Search > Organic Search > Organic Search > Organic Search,0
0013343042301810496,Social,0
001340259538715250,Organic Search,0
001341874423956398,Direct,0
0013506914945934512,Direct,0
0013513058854408276,Paid Search,0
0013584324038551804,Organic Search,0
0013590730835159503,Social,0
0013701781325366363,Direct,0
0013722993878378643,Social,0
0013793724006883191,Social,0
0013911157155126398,Social,0
0013968337284719027,Direct,0
0014023982617894962,Social,0
0014044713084017556,Organic Search,0
0014104328997656208,Direct,0
0014155308602211286,Social,0
0014227430558474442,Organic Search,0
0014253006455543633,Organic Search,1
0014254100141826104,Social,0
0014256672578655164,Direct,0
0014301141413241482,Paid Search,0
0014349216394806986,Referral > Referral,0
0014420964177476337,Social,0
0014421103903964655,Social,0
0014430454643599881,Paid Search,0
0014463846083868471,Social,0
0014532290120027630,Social,0
0014563137784704314,Social,0
0014579710593716865,Affiliates,0
0014584756980595900,Social,0
0014668888794121110,Social,0
0014673043921727307,Referral,0
0014709258363903476,Direct,0
0014732531912009551,Social,0
0014757986203488248,Social,0
0014765791759454912,Social,0
0014775350063549502,Social,0
0014884852016449602,Referral > Referral > Referral,0
0014925760757696404,Social,0
001495682185430091,Organic Search,0
0014982083904948162,Direct,0
0014997413479849928,Referral > Referral,0
0015061258954358331,Social,0
0015162610577415790,Organic Search,0
0015219603319425324,Organic Search,0
001523681114996224,Social,0
0015284153431517072,Organic Search,0
0015380664562516520,Social,0
0015434018318253465,Organic Search > Organic Search > Organic Search,0
0015450757366836461,Organic Search,0
0015460355736675099,Organic Search,0
0015510865608280314,Referral,0
0015511254606238850,Organic Search,0
0015653045440018811,Organic Search,0
0015661500498522421,Organic Search,0
0015731153666510386,Direct,0
0015776461238141906,Social,0
0015788146692846718,Organic Search,0
001586849164883994,Direct,0
0015870581300669362,Social,0
0015891394540546212,Social,0
0015950283479889703,Organic Search > Organic Search > Organic Search > Organic Search,1
001596036581292713,Organic Search,0
0015980521034237800,Social,0
0016000090244710064,Social,0
0016009638277152749,Social,0
0016045435358043668,Social,0
0016090916329141353,Direct,0
001614421824601754,Social,0
0016155135535464738,Social,0
0016162189479758695,Social,0
001619121826545149,Social,0
0016202118729659704,Display,0
0016316356325418630,Direct,0
0016459477361728145,Social,0
0016515823787296346,Social,0
0016545037289810916,Paid Search,0
0016575343325630458,Organic Search,0
0016612558810314868,Social,0
0016661387945511427,Social,0
0016682914448680483,Organic Search,0
001671621793132929,Display,0
0016719195469870002,Organic Search,0
0016834488930193673,Social,0
001684362060013225,Organic Search,0
001686605142824817,Paid Search,0
0016870984072403587,Organic Search,0
0016883628233932470,Direct,0
0016884185126916979,Direct,0
0016933539074719119,Organic Search,0
0016959150196306940,Referral,0
001710685133046788,Social,0
0017119457644214391,Referral,0
0017126060486107891,Direct > Direct,0
0017192747347505874,Organic Search,0
0017209370805326703,Organic Search,0
0017233528418318086,Direct,0
0017233953766129559,Organic Search,0
0017260370810473822,Social,0
0017277226347074347,Direct,0
0017292376782143763,Social,0
0017353494814525771,Social,0
0017357017020769021,Affiliates,0
0017373815580187343,Direct,0
0017387415650462403,Direct,0
0017415496787665277,Organic Search,0
0017454914059225505,Paid Search,0
0017468359608577168,Organic Search,0
0017480007781879941,Affiliates,0
001752878610977108,Social,0
0017532785004241377,Social,0
0017537212691702229,Organic Search,0
0017543033028839440,Direct,0
0017584940098623208,Social,0
0017723156570809619,Organic Search,0
0017889270992436697,Organic Search > Organic Search > Organic Search,0
001796558096917930,Social,0
0018021861082789100,Organic Search,0
0018060396760768968,Social,0
0018094491063949293,Direct,0
0018109897567705659,Social,0
0018149120589552305,Organic Search,0
0018180492133581520,Referral,0
0018233282302552709,Social,0
0018257421456516401,Social,0
0018267250380975316,Social,0
0018374382198345820,Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,0
0018379288070504405,Organic Search,0
0018393250313314414,Social,0
0018431897310656180,Organic Search,0
0018436967902648078,Organic Search > Organic Search,0
0018447379348640511,Organic Search,0
0018574713252015132,Paid Search,0
0018609321417995796,Social,0
0018628425133531969,Organic Search,0
0018667678334255042,Organic Search,0
0018731708975457096,Social,0
0018748970269419497,Social,0
0018800897740760890,Paid Search,0
0018811240442569048,Direct,0
0018817017701278878,Organic Search,0
0018822472571637380,Referral,0
0018859620279426137,Social > Social,0
0018880175273181347,Direct,0
0018969699106592302,Organic Search,0
0019086477934826059,Social,0
0019122599056904784,Social,0
0019222684349079440,Direct,0
0019238455644956459,Direct,0
001926574122718564,Social,0
0019270187773446684,Organic Search,0
0019299207786228396,Organic Search > Organic Search,0
0019312605299249274,Social,0
0019344878799081175,Organic Search,0
0019522807898090837,Social,0
0019612470994343873,Organic Search > Organic Search > Organic Search,0
0019643468844801446,Direct,0
0019711454233142599,Referral,0
0019854719289368214,Organic Search > Organic Search > Organic Search > Organic Search > Organic Search,0
0019882603952793888,Social,0
0019885311580307189,Social,0
0019925520995653782,Social > Social > Social,0
0019946234625700401,Direct,0
0019959816835777825,Direct,0
0019985353483526432,Organic Search,0
0019988599292348441,Social,0
0020055811343598958,Organic Search,0
0020112614309763915,Organic Search,0
0020120983451886359,Social,0
0020154188200921440,Organic Search > Organic Search,0
0020230985905661564,Organic Search,0
0020245539808117461,Organic Search,0
0020250919064154479,Referral > Referral > Referral > Referral > Referral > Referral > Referral > Referral > Referral,0
0020279133550916586,Organic Search,0
0020342483972052451,Referral > Referral,1
0020397065175799899,Organic Search > Organic Search,0
002045384997889770,Social,0
002046342471216074,Paid Search > Organic Search > Paid Search,0
0020483317803638107,Social,0
0020502892485275044,Referral,0
0020551077310955145,Social,0
0020586418965582866,Direct,0
0020652300966820592,Organic Search,0
0020704818421139087,Organic Search,0
0020867134753184926,Organic Search,0
0020898286802132564,Referral,0
0020914022515242713,Direct,0
0020965673267438397,Direct,0
002101486621847017,Organic Search,0
0021090395920446186,Social,0
0021115746685526977,Social,0
0021131633090264910,Direct,0
0021132454003356967,Social,0
0021162619912034665,Organic Search,0
002119764010425684,Direct,0
0021280123097758097,Social,0
0021298284826737847,Direct > Referral,0
0021314991787589891,Direct,0
0021333372133655080,Referral,0
0021373032297724366,Social,0
002141771093125260,Organic Search,0
0021430049270067403,Paid Search > Organic Search > Display > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Display > Display,0
0021432420019632110,Direct,0
0021437773827862619,Social,0
0021513685440010517,Social,0
0021514842526507035,Direct > Direct,0
0021661544399323899,Organic Search,0
0021762550390455001,Paid Search,0
0021765530190886128,Social,0
0021783215959595167,Social,0
0021822179804035863,Social,0
0021843029927521618,Social,0
0021871849880005497,Social,0
0021892122204586759,Organic Search,0
002191809383878943,Social,0
0021923460446401779,Social,0
0021967737654910701,Social,0
0022012048368611052,Direct,0
0022146511210114015,Direct,0
0022169090022811736,Affiliates,0
0022173528843897435,Organic Search,0
0022275489382499170,Organic Search,0
002230855101690046,Direct > Direct > Direct > Direct > Direct > Direct,0
002234153146973229,Social,0
0022431774193799360,Direct,0
0022448147321525229,Organic Search,0
0022476566389645365,Direct,0
0022508110544782203,Social,0
0022509019311154809,Organic Search,0
002252240719277280,Social,0
0022564690163031878,Social,0
0022646691486159377,Organic Search,0
0022704270827518036,Referral,0
0022723470656288352,Direct,0
0022817392028344799,Organic Search,0
0022860577006834866,Organic Search > Organic Search,0
0022861887160487993,Social,0
0022870719341846130,Social,0
0022878555933901866,Social,0
0022995994507179655,Organic Search,0
0023039334705568775,Organic Search,0
0023072555077337575,Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search,0
0023175556918419722,Social,0
0023234940142268332,Organic Search,0
002325997750468419,Social,0
0023268628053338766,Direct,0
0023284302360750894,Organic Search,0
0023354767163376611,Direct > Direct > Direct,0
0023401867737958121,Social,0
002341317119832019,Direct,0
0023448562374767422,Organic Search,0
0023481143129848813,Direct,0
0023517534134099478,Organic Search,0
0023564044450662779,Social,0
0023615005192979885,Social,0
0023673497591023112,Social,0
0023701459774687472,Social,0
0023705973869478944,Organic Search > Organic Search > Organic Search,0
0023740273510448973,Direct,0
0023786342096087082,Social,0
0023819274501773205,Paid Search > Display > Display > Display > Display,0
0023825802152537939,Social,0
0023827325200279412,Organic Search,0
0023836128503232651,Organic Search,0
0023837072006818350,Social,0
0023861413641649095,Social,0
0023878353101242825,Organic Search > Organic Search,0
0023888670495132521,Social,0
0023902008914567705,Organic Search,0
0023912255620853111,Referral,0
0023987608585625315,Social,0
0023991421553742534,Social,0
002401757119813697,Organic Search,0
0024023216329635175,Referral,0
0024025838480624911,Social,0
0024090139315786331,Direct > Direct > Direct,0
0024143620470330596,Social,0
0024168705148442053,Direct,0
0024214539730363886,Social,0
0024220924715322988,Referral > Referral,0
0024247367414851672,Direct > Direct,0
0024267502166569953,Organic Search,0
0024286305003933492,Social,0
0024287329733516438,Organic Search,0
0024288118353347255,Social,0
0024291319409485510,Referral,0
0024314485741511650,Referral > Referral,1
0024322673976710410,Social,0
0024384914033332633,Organic Search,0
0024471099947007755,Organic Search,0
0024531708727719192,Organic Search,0
0024536455441874725,Direct > Social,0
0024606626803882861,Organic Search > Organic Search > Referral,0
0024611444151129402,Referral,0
002461965474001187,Social,0
0024673074509596857,Organic Search,0
0024680072428418236,Organic Search > Organic Search,0
0024711808173186443,Social,0
0024723207806665486,Social,0
0024725579067754075,Referral,1
0024747392674000189,Organic Search,0
0024808231263506342,Social,0
0024833634426168843,Social,0
002485898557783213,Direct > Direct > Direct > Direct,0
00249385314554041,Social,0
0024960891859150083,Organic Search,0
0024969384563400022,Direct,0
00249719117211605,Referral > Referral,0
0024997272186919113,Social,0
0025069286092658014,Social,0
0025263597925852155,Organic Search,0
0025339199384531808,Organic Search,0
002539620621640571,Referral,0
002542108666878719,Social,0
0025444824600445874,Organic Search,0
0025486132472209016,Referral,0
0025516739076303041,Organic Search,0
0025518632284117266,Referral > Referral > Referral > Referral > Referral > Referral > Referral > Referral > Referral > Referral > Referral > Referral > Referral > Referral > Referral > Referral,0
0025621601423646086,Social,0
0025693546458698359,Organic Search > Organic Search,0
0025768628225465852,Organic Search,0
002577351698420703,Direct,0
0025828320342031762,Social,0
0025835068712814749,Paid Search > Paid Search,0
002593521608823229,Social,0
0025942619771554127,Direct,0
0025995606537630433,Referral,0
0026104536759528069,Organic Search,0
0026181221759233374,Organic Search,0
0026199626045323431,Social,0
002624193213870808,Social,0
0026246514667045665,Direct,0
002634531486880564,Referral,0
0026372856910959627,Social,0
0026374585338477855,Social,0
0026375134920200427,Organic Search,0
0026378813356229992,Social,0
0026409901880060304,Social,0
0026447561139598563,Social,0
002645346357549080,Social,0
0026473330589972321,Direct,0
002647691551081600,Organic Search,0
0026585209883532773,Organic Search,0
002679318298754771,Social > Social > Social,0
0026834752587979349,Direct,0
0026842101899563332,Organic Search,0
0026848345652854817,Organic Search,0
0026894023219534053,Social,0
0027115709827821131,Organic Search > Organic Search,0
0027123828685254890,Social,0
0027157951425750203,Organic Search,0
0027159574074168373,Social,0
0027187717543189141,Social,0
0027190732367432704,Social,0
0027206423168920729,Direct,0
0027291139646142817,Organic Search,0
0027361981178643986,Organic Search,0
0027437579171979048,Social,0
0027489228715090703,Organic Search > Organic Search,0
0027515094210676639,Referral > Referral > Referral > Referral,0
0027563191767325777,Referral > Referral > Referral > Referral > Referral,0
002769065848132218,Direct,0
0027697128025777829,Social,0
0027723936549297465,Organic Search,0
0027729301290398668,Direct > Referral,1
0027792732508732673,Social,0
0027834915657443727,Referral > Referral > Display > Display > Display,0
0027844448570261562,Referral,0
0027846948666916394,Referral > Social,0
0027883657836163704,Social,0
0027883885837740028,Social,0
0027892454468031188,Organic Search,0
0027941901991373009,Organic Search,0
0028010966409473748,Social,0
0028099860692668966,Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0
0028126849582402708,Organic Search,0
0028131763983422335,Direct,0
0028198863653874212,Social,0
0028213891046505631,Paid Search > Paid Search > Paid Search,0
0028234098204005011,Social,0
0028258177768251700,Organic Search,0
0028259206865582631,Social,0
002831898546142991,Direct > Direct > Organic Search > Organic Search > Organic Search,0
0028334727606848674,Social,0
0028337718621936130,Social,0
0028364020046639447,Direct,0
0028395927665477362,Social,0
0028443292549504103,Organic Search,0
0028473999408873705,Affiliates,0
0028555643935753919,Organic Search,0
002855959112934473,Direct > Direct,0
0028575270845027995,Organic Search > Organic Search,0
0028685572694917220,Social,0
0028787240855832019,Affiliates > Affiliates > Affiliates,0
0028815271439993701,Social,0
0028845275153260838,Organic Search > Organic Search,0
002886314848684623,Social,0
0028873602295670292,Paid Search,0
0028881955060749852,Direct,0
0028942849054057873,Social,0
0028980919294350586,Social,0
0029022538508608522,Social,0
0029200208942379262,Organic Search,0
0029266267406755722,Social,0
0029344265818707020,Direct,0
002938425961131009,Direct,0
0029426601526088493,Social,0
0029475712417059623,Social > Social,0
0029484925259712934,Social,0
0029502347003830505,Direct,0
0029598210403004325,Organic Search,0
0029664576431808394,Organic Search,0
0029778765485753894,Social,0
0029780023301250772,Social,0
0029835558889898303,Social,0
0029863967717179048,Organic Search,0
0029942826744178258,Direct,0
0029957092521580630,Organic Search,0
0030006068136142781,Organic Search,0
0030019499277482054,Organic Search,0
0030028250529974297,Organic Search,0
0030029136053115541,Social,0
003004506094831392,Organic Search,0
0030057741890958559,Organic Search,0
0030136015634558378,Paid Search,0
0030151568225609316,Direct,0
0030222245698915278,Affiliates,0
0030269230185096865,Organic Search,0
0030288593805124443,Organic Search,0
0030292651327299862,Referral,0
0030334967981755700,Organic Search,0
0030359742755926884,Social,0
0030385667840969561,Social,0
0030406917159321090,Organic Search,0
0030414425680263726,Direct,0
0030634821916143248,Social,0
0030732285593457321,Organic Search,0
0030733954836640605,Social,0
0030740926566283816,Direct,0
0030770165571563626,Organic Search,0
0030775466758422495,Social,0
0030801847041877113,Organic Search,0
0030820673217497271,Referral,0
0030860341574584965,Social,0
0030887219726700360,Social,0
0030890259036546626,Organic Search > Paid Search,0
0030981277226784380,Organic Search,0
0031032657019323254,Organic Search,0
0031035893887592687,Organic Search > Organic Search > Social,0
003122974144067811,Social,0
0031231133900283793,Organic Search,0
0031259671288692355,Social,0
0031378145806002434,Social,0
0031387811359933096,Organic Search,0
0031467957348024713,Organic Search,0
0031468401216240403,Social,0
003147313528714873,Organic Search,0
0031524022203224450,Organic Search,0
0031568466229456363,Social,0
0031650650284793930,Organic Search,0
0031654130522541193,Referral,0
0031778593409879207,Referral,0
0031860188526967695,Organic Search,0
0031888391711109805,Social,0
0031899051648935903,Affiliates,0
0031926917657420891,Organic Search,0
0031966207374633236,Social,0
0031977082271938340,Organic Search,0
0032039800710344456,Direct,0
003209546118817681,Organic Search,0
0032147433011231622,Direct,0
003215385914977453,Organic Search,0
0032287807383095707,Organic Search,0
0032291262203509722,Social,0
0032345140789575102,Social,0
0032431331535114166,Organic Search,0
0032488730811261463,Organic Search,0
0032552712483428974,Social,0
003257729685201400,Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search,0
0032640100546874922,Social > Social,0
0032645139973063858,Direct,0
0032667524018786090,Direct,0
0032745716598991319,Direct,0
0032757566759738513,Social,0
0032813173643680606,Social,0
0032896348119386573,Direct,0
0032938936172013542,Social,0
0032950520293273530,Referral,0
0033013255394830574,Referral,0
0033147795061884481,Organic Search,0
003321242630910474,Direct,0
0033217042098704300,Direct,0
003325939632681941,Social,0
0033259992610560891,Social,0
003326902772046921,Organic Search,0
0033349249276206421,Organic Search,0
0033536043685593848,Social,0
0033651133007966783,Social,0
0033662766384840393,Organic Search,0
00336663253466877,Social,0
003368509428298343,Organic Search,0
0033721196958077921,Organic Search,0
0033813789224020699,Social,0
0033910771714771198,Social,0
0033979561077654583,Paid Search,0
0034031548853060151,Social,0
0034034752044914846,Organic Search,0
003403795557206349,Organic Search,0
0034068297776620694,Social,0
0034102546653050477,Social,0
0034247089844305394,Referral > Referral,0
0034263645756905743,Organic Search,0
0034264052002558947,Organic Search,0
0034287700949634026,Social,0
0034295200455700349,Organic Search,0
0034349311276873669,Direct,0
003435756619843988,Direct,0
003437070742867270,Social,0
0034488168372947225,Organic Search,0
0034521862091773172,Organic Search,0
0034537081817557457,Organic Search > Organic Search,0
0034663154160304029,Organic Search,0
0034673657031204264,Organic Search > Organic Search,0
0034690353501255144,Organic Search,0
0034708759280279526,Social,0
0034720552187127625,Social,0
0034752133012267142,Organic Search,0
0034766082573251683,Organic Search,0
0034780133962614309,Direct > Direct,0
0034822159056058066,Social > Social,0
0034870513839412437,Social,0
0034912558908752803,Social,0
0034930254278542417,Organic Search,0
0034951851940639525,Organic Search,0
0034969898648882272,Organic Search,0
0034994243934499920,Social,0
0035050932301573828,Social,0
0035070006215304516,Social,0
0035091112336790309,Direct,0
00351031930776013,Organic Search,0
0035127371237074061,Organic Search,0
0035130138854009741,Social,0
0035191306654606221,Social,0
0035203557051676305,Affiliates,0
0035204990735278968,Organic Search,0
0035252820939434873,Social,0
0035441378848868801,Social,0
0035608417435759086,Direct > Organic Search,0
0035656939311871222,Organic Search,0
0035729736043773522,Organic Search > Organic Search,0
0035745077166739527,Organic Search,0
0035798433764329363,Social,0
0035831743895703866,Direct,0
0035854855594727412,Organic Search,0
0035957301002586200,Organic Search,0
0035962265597105791,Social > Social,0
0035978919146736985,Social,0
0035996553583574486,Organic Search,0
0036128495056860651,Social,0
0036194035121102485,Direct,1
0036204222136053670,Referral,0
0036220318305147076,Organic Search,0
0036269132239921715,Social,0
0036420853935824605,Direct,0
0036423940620783981,Social,0
0036451541111734638,Social,0
0036483381119161528,Direct,0
0036497415897237229,Referral,0
0036506793092104624,Organic Search,0
0036575787011543460,Referral,0
0036644943359421706,Social,0
0036645259530906518,Social,0
