full_visitor_id,visit_id,transactions,revenue
0343104487250705794,1487028972,1,166.96
0343104487250705794,1487089142,1,111.96
0343104487250705794,1487132331,1,240.94
0347078791302547544,1482874457,1,26.99
0347426080243057728,1488209831,1,55.17
0354787200849804630,1478584782,1,119.77
035660671109530802,1479614671,1,133.74
0357440337109667396,1487468113,1,47.0
0358654455062914123,1479837015,1,26.96
0361534245405505016,1486870308,1,142.65
0366796863244619267,1488179224,1,34.68
0375424311834211727,1481775359,1,25.99
0383714650593435379,1485203230,1,19.95
0385604754912299240,1486326864,1,23.99
0385969934087457197,1478559709,1,114.9
0388208942401904035,1479494765,1,28.16
0389136722695149263,1479174700,1,102.94
0390998170566117826,1483638909,1,23.99
039355803762628039,1488093378,1,29.58
0395012696484203225,1480710420,1,98.98
0395012696484203225,1484964281,1,120.98
0401157104421670800,1482239038,1,25.99
0403377724115575972,1486571908,1,19.99
0405613301455395523,1486577500,1,81.99
0405613301455395523,1487268763,2,138.38
0415394625340972240,1487219330,1,53.8
0418715380582536680,1482370479,1,14.99
0420713714276209262,1478642741,1,26.19
0430094899859964214,1487001849,1,90.58
0431394148721181795,1478742190,1,43.98
0432606793105704004,1485327772,1,705.8
0433977539031077073,1486064701,1,5.59
0435284079726114731,1482189363,1,31.38
0436141361480108416,1478904213,1,83.58
0446307598015350028,1486831130,1,25.98
0446530628716956924,1481049135,1,51.79
0453417896500580053,1481838899,1,67.96
0456585804826434876,1482097342,1,19.99
0457069299190177448,1487270537,1,48.99
0457728965473786479,1481518347,1,34.5
0459959187480356493,1486508356,1,35.97
0460590127025597143,1484317916,1,42.0
0463325773564352787,1485471506,1,52.79
0463325773564352787,1485475748,1,200.17
04638983005167591,1483781165,1,63.96
0464008745098440718,1481852428,1,60.99
0466834914358216815,1479913858,1,9.99
047096740790346861,1481653607,1,1688.72
0473815800118504130,1487369950,1,37.59
0474194738383570173,1481569453,1,28.99
0481562034862119313,1487796793,1,19.59
0483111126014707673,1485967673,1,37.76
0488047684682615330,1487988411,1,15.97
0491316713136054865,1487369131,1,37.59
0499173638332659780,1481306484,1,164.15
0509637927726464785,1487709652,1,60.36
0518977830588706496,1482248052,1,22.19
0529281851523725509,1484178155,2,54.57
0532638128006986594,1480965033,1,28.96
0533361455920078502,1480612425,1,42.95
0533462479025888957,1484759391,1,24.19
0533869951708837257,1478224853,1,30.99
053534274976399191,1488306953,1,151.97
0540193727116110682,1485278166,1,278.7
054391506396728030,1485194006,1,33.9
0544099410312340973,1481395061,1,160.34
0544953081124286184,1481463839,1,56.98
0544953081124286184,1481558388,1,127.99
0544953081124286184,1481763076,1,77.99
054635571205456448,1488061786,1,7.99
0549958621872674126,1481228310,1,82.19
055817731640677436,1481822104,1,24.99
0567258049821128407,1483809967,1,46.79
0569752743034520183,1478640856,1,48.79
057074893306125434,1487975966,1,220.7
0573792080831880040,1480822069,1,26.98
0579022412844305962,1487028752,1,16.59
0579326161967924544,1484846267,1,25.19
0582559656298634054,1485554158,1,7.97
0585708896049892,1482353984,1,45.97
0586022395219552336,1485829002,1,111.02
0587123899418457189,1482774338,1,58.14
0592466522618439413,1484027155,1,28.99
0594824422792523749,1481556993,1,183.8
0596169222611729599,1486248782,1,24.99
0598117673403235855,1481396589,1,28.99
0598476687815353252,1479859134,1,10.99
0601406166745975278,1478098902,1,20.19
0608915197735218105,1478727534,2,266.91
0608915197735218105,1484071431,1,139.36
0608915197735218105,1484346392,1,507.84
0608915197735218105,1485467658,1,262.37
0617283905493277793,1486496627,1,630.4
0618198661111278556,1478452402,1,17.99
0618831613303765725,1482426595,1,35.78
0626284759664097746,1481917757,2,1691.7
0628736701415781712,1485322773,1,50.79
0635884302803759037,1479345269,1,56.32
0642830728760694475,1478268290,1,66.78
0642830728760694475,1481301040,2,254.63
0642830728760694475,1481315455,1,91.9
0643723713237461327,1479762964,1,33.37
0643786734868244401,1482120932,1,58.52
0644443100947741701,1482680737,1,21.0
065245131914018329,1479921257,1,26.59
0652686133169550028,1485201894,1,34.98
0652777252868843895,1479162450,1,759.45
0659725542729208475,1482449774,1,29.98
0664955402835707900,1478533030,1,32.19
0665007615083266355,1480324753,1,25.99
0671204886678847894,1478195631,1,40.98
0676766064405033146,1480011539,1,25.49
0682017787795795998,1478135487,1,168.36
0682695636245631382,1478464694,1,63.9
0685256580090504239,1480432688,1,24.99
0688527857109237010,1485535462,1,201.9
0689221493301196449,1483496326,1,34.19
068932429089394729,1487616975,1,25.97
0701601838005591363,1486318829,1,370.36
070893140406305841,1484674322,1,139.85
0714601935287141843,1480457740,1,232.92
0717319288989549456,1480785945,1,23.99
0718076753301188235,1483893162,1,160.92
0725021958135646864,1479186862,1,73.98
072595322994470645,1480438148,1,106.0
072595322994470645,1481838119,1,124.8
072595322994470645,1483474149,1,168.75
0728302696788663197,1484168605,1,16.97
072871522029318255,1485327451,1,7.98
0730124493043113245,1482325987,1,76.42
0733100744412065311,1481488394,1,30.98
0733219058385493693,1480565270,1,33.99
0733757037931594916,1484702501,1,41.56
0735968675616410716,1487107725,1,34.59
0735968675616410716,1487183502,1,41.59
0738603250513383829,1488213318,1,63.99
0738742613780622904,1484351598,1,61.99
0740071062904614725,1479765453,1,120.99
0740400499011848560,1488241851,1,21.39
0741389474680057629,1481902742,1,15.98
0742975179867188393,1481931251,1,8.99
0744307603598668939,1484766245,2,61.36
0750546000132360677,1480779852,1,45.77
0757950347466502177,1479410455,1,38.99
0765966183501214400,1483730247,1,192.88
0767948001817807198,1480135094,1,58.96
0773667646845315582,1480638107,1,63.49
0774526615383455547,1482088743,1,146.54
0774541134631990830,1481900268,1,50.98
0776257183737046172,1484354873,1,42.99
0777578217567505121,1482203319,1,45.99
0777922178356486144,1481507658,1,53.77
0777922178356486144,1485307902,1,24.18
077910788641080085,1481248782,1,52.99
077910788641080085,1482860947,1,105.98
0789927106089725270,1481332629,1,47.79
0791557118372072276,1481560165,1,21.99
07943880251511904,1481573573,1,68.99
079475762358903551,1487186618,1,475.75
0796318880123219460,1481640893,1,25.99
079827535407240779,1479484357,1,145.73
0802037866085868199,1484528341,1,20.99
0808188573031707969,1486993719,1,17.98
0810563443947477001,1483315785,1,153.52
0812697329895229962,1479276952,1,174.98
0815303383277659803,1481949046,1,65.94
081985686030532619,1481306198,1,346.62
0820013973529308725,1487112090,1,168.96
0826207709739498709,1478374991,1,39.98
0827721047010562264,1481648907,1,133.19
0828346965337249044,1480177181,1,78.96
0829523931932991940,1479505183,1,387.75
0830215024600450137,1482015427,1,27.99
0833802672962058376,1479164251,1,32.18
0834453370110165389,1481836735,1,53.99
0835258838123409003,1482272981,1,42.58
0839022439615677682,1481827139,1,41.78
0839560865423027275,1483559151,1,62.16
0840608732692239910,1484320817,1,12.96
0844230928212889556,1479843835,1,24.99
0845988907408723108,1485650294,1,31.98
0846909178011312417,1485382443,1,2.99
0850923639048818616,1479395741,1,131.35
0850923639048818616,1479928919,1,3.4
0855579681303585688,1485649229,1,5.59
0855579681303585688,1485715194,1,13.98
0858529807992469732,1478815482,1,202.54
0860221827214296811,1480947876,1,169.86
0860415108038967350,1480292824,1,53.17
0861638712901120319,1480338724,1,14.19
0869298894715045644,1485391219,1,62.99
0869668043543534560,1482296712,1,17.99
0873520573729672168,1479409528,1,23.19
0874430449698424125,1478972843,1,5.99
087919605807565397,1480478174,1,28.98
0880816614925318447,1483928251,1,14.98
0881711197149312621,1482024261,1,13.95
0881924298992191221,1481810977,1,91.99
0883217425810297944,1484004166,2,142.97
0885381131657662614,1487968102,1,448.95
0886432693783342785,1487108096,1,34.59
0887453642354701418,1487570448,1,26.97
088808220383842202,1486121492,1,198.42
088945266147609238,1483477140,2,1755.27
088945266147609238,1487097851,1,20.58
0894441452857839509,1479751725,1,704.3
0895662371717946210,1482540762,1,20.98
0897654125845152658,1483030953,1,52.0
0900191466663254191,1482358543,1,337.1
090327840318017838,1482848955,1,14.98
0906961330340669974,1487344663,1,80.9
0906961330340669974,1487871792,1,2.2
0911550486858499476,1485304337,1,20.99
0913559547538948059,1486689343,1,26.99
0914648928520608804,1487370001,1,35.59
0915231789774520387,1479167077,1,21.58
0917544021316990441,1478542804,1,36.45
0920785317626373504,1485710273,1,60.99
0922459569275829915,1481206787,1,78.17
0924691897668681538,1480547041,1,46.59
0928427495961753778,1481070401,1,602.65
0928714306844952412,1487215529,1,41.98
0929362987214513491,1481340773,1,31.39
0932061680533450083,1484424982,1,19.99
0934250478833663076,1481390478,1,29.96
0946442826800977839,1482160541,1,35.98
0950533423538162266,1484855373,1,26.99
095069773067468232,1479599435,1,29.99
0951979273858392158,1481132948,1,1243.85
0953219118921998006,1481223829,1,53.98
0957655625649355657,1487845288,1,19.99
097021672781707916,1479503856,1,65.58
0994538457525801858,1481730341,1,30.18
1004387731868322508,1485132761,1,31.18
1004669910658205499,1480701202,1,16.59
1007381091974850784,1487180354,1,66.57
1011710893892785431,1479391957,1,152.76
1012363918031449847,1486510446,1,1101.0
1017523686792237118,1487976614,1,52.79
1019144763983304316,1482201109,1,29.97
1021564728056895088,1484363019,1,23.99
1029117971501759934,1479428329,1,49.85
1029117971501759934,1483463140,1,57.69
1029323150011228171,1485903008,1,47.28
1029323150011228171,1486152691,1,95.13
1029342389721979537,1481613856,1,179.15
1032460027465550436,1479219687,1,520.0
1033431819370564673,1487994557,1,232.44
1034770188837469990,1482091170,1,40.95
1045033759778661078,1483039738,1,403.23
1045033759778661078,1486423724,1,489.04
1049505592515499633,1481679774,1,42.98
1051011505406858792,1480647120,2,61.44
1056878480433332365,1480946367,1,66.99
1057078399235259309,1478473887,1,232.1
1057122392851131616,1482401044,1,121.94
1059009151425872003,1486576094,1,13.79
1063651652107093288,1481131005,1,35.97
1063651652107093288,1482271548,1,51.79
1066020050760729061,1480728514,1,51.79
1066020050760729061,1481004054,1,36.78
1075314772722686078,1479004268,1,63.99
1077076810453289235,1480480557,1,45.98
1077076810453289235,1483736730,1,31.97
1078162902479144133,1484079124,1,163.44
1079388627585956636,1479782919,1,92.97
1081131800379517088,1481904443,1,23.18
1081131800379517088,1482519494,1,50.79
1082276625176351939,1488259914,1,69.76
1083022042511644980,1478710189,1,21.99
1087259090799604358,1478889144,1,20.97
1093352419037497878,1486662292,1,49.79
1096278048231856532,1484731002,1,11.96
11018661240317813,1481666010,1,18.59
1109190750765217972,1480974192,2,888.97
1109190750765217972,1480977963,1,844.16
1111470101899387454,1479897941,1,12.5
1113340453479949203,1483049863,1,24.99
1114521449277749382,1481520666,1,81.99
1118628644000079833,1482239514,1,44.59
1118844520744405743,1478890371,1,16.0
1120023251501467003,1487370963,1,38.59
1123528056036404,1481556786,1,98.96
1127359726951964431,1480984486,1,84.96
1131086328893373855,1484776178,1,1506.5
114233892855684794,1481135272,1,283.7
1142710637622471759,1482083828,1,92.96
1144117197665161033,1481776205,2,47.96
1150675365558064618,1481482260,1,22.19
1151339450407656012,1487353418,1,105.36
1153007452600171465,1478667089,1,35.38
1154591179135966046,1482276893,1,81.36
1157125001046476937,1481112893,1,56.99
116430981904323422,1481403186,1,29.98
1167024322256715151,1483658331,1,16.99
1173975954464050303,1479963233,1,25.99
1178415213642758789,1481848643,1,48.99
1178664219909406421,1486663266,1,57.58
1184983596770783186,1482520854,1,19.99
1191483048689991981,1479496343,1,40.98
1192017691376651949,1481259782,1,41.97
1193560579647206164,1486654953,1,64.99
1195443770877125809,1478731708,1,57.97
1195443770877125809,1480795417,1,31.57
1196381528907199220,1487025142,1,77.7
119870259714905967,1480392688,1,812.08
119870259714905967,1484074929,1,873.7
1199286603466925741,1479519274,1,61.77
1201752200432942161,1482976381,1,53.79
1201830545807654637,1484453948,1,17.99
1203064658945924144,1482622866,1,33.99
1211742763650822422,1482173335,1,167.55
1216652918682423609,1479466578,1,28.32
1217627082294977824,1485967243,1,105.49
1223899180553359197,1481380913,1,56.94
1224675976671171079,1486233245,1,58.99
1226455663650597875,1479016772,1,24.98
1226763862355388070,1482879695,1,102.75
1228194844972973772,1485958269,1,166.16
1229962015086120441,1481480173,1,91.97
1232482218170292968,1484102061,1,42.47
1233984196205205270,1480392142,1,120.39
1234072966949787632,1480896743,1,104.98
123515470539381845,1482936738,1,196.98
1237573509074920904,1483063660,1,23.99
1238921085129292496,1480215228,1,43.37
1240339173330804502,1478060928,1,35.97
1255447654498305534,1481659115,1,19.98
1257038584322727844,1481758372,1,26.59
1257490177603749708,1479756612,1,37.38
1260618609056502343,1478049599,1,155.0
1262082110712343410,1486939881,1,35.97
1268621517820517686,1481644869,1,48.57
1270881807221511963,1485356334,1,113.98
1271739936649587420,1486155144,1,245.96
1275591900543262548,1478733730,1,50.79
1276106485558955732,1479932562,1,43.32
1277192701397788259,1478009956,1,50.95
1277222785270876004,1481670087,1,41.77
1285137808569536764,1487009782,1,7.99
1285137808569536764,1487017996,1,58.99
1285137808569536764,1487684690,1,21.59
1285137808569536764,1487880533,1,22.19
1285137808569536764,1487950034,1,16.19
1285137808569536764,1488207403,1,25.99
1285811160522710067,1480957172,1,45.79
1285811160522710067,1485055110,1,20.19
1286257134641757416,1479333629,1,28.6
1291592657777580193,1480974457,1,97.37
1292690271020897036,1485752084,1,11.24
1294302951834290508,1478119867,1,115.44
1297718838071700682,1486500585,1,36.95
1308843236768324191,1480564970,1,1351.78
1315772786660606104,1488035075,1,78.56
1316486783766526130,1483125175,1,77.99
1323131540348895975,1486488631,1,25.99
1323672990415209613,1483200850,1,14.99
1324866380268873022,1484761831,1,17.19
1325914909641958196,1483772850,1,52.22
1329871856127534519,1480444811,1,15.79
1331759169231440812,1485731401,1,71.39
1332936186691040151,1481054012,1,18.59
1334008915798864953,1481901060,1,27.99
1335574436340895717,1481822728,1,100.99
1336773302249657175,1481553902,1,93.14
1336922403988607259,1483989371,1,33.18
1338395065492103820,1478794008,1,66.99
1339321155836182076,1479407214,1,17.79
1358005848480862728,1487820073,1,21.48
1361425561124755941,1484082673,1,23.19
1366164390851974199,1481577677,1,61.99
1379398622703975756,1484328131,1,121.78
1381431420028484439,1486760380,1,168.55
138351554340162956,1480963112,1,14.98
1390764594937000351,1483725016,1,51.36
1395211458092919776,1479742202,1,50.79
1395211458092919776,1482347820,1,25.97
1410336440849356236,1479365088,1,1998.0
1413300845517352724,1483354066,1,134.37
1413774072675634121,1482631339,1,39.98
1414623554753311414,1482929587,1,114.9
1421300908868537589,1480479108,1,15.99
1426332006192749425,1481688817,1,100.13
1429990945500722210,1486710771,1,100.99
1433472344011352817,1480471352,1,1123.91
1435684047649600050,1482862620,1,105.85
1438175250765440260,1482080817,1,26.98
1439158050159704708,1481307670,1,24.99
1439206441625639697,1481773632,1,32.17
1439206441625639697,1482178050,2,82.52
1439992538528236582,1479914175,1,14.59
1440024345080708014,1484752096,1,113.32
1441816679922276355,1487974393,1,38.96
1442096132173976146,1485930160,1,11.59
1442960211530041793,1487028762,1,22.99
1443139528202497204,1478374849,1,121.35
1444097777351910879,1485701876,1,29.98
1449837580028486750,1478998208,1,37.96
1455159374538425132,1479948701,1,59.99
1459983608838100423,1482792549,1,90.38
1466669446695203037,1481188702,1,42.95
1467141040071374986,1480537007,1,40.96
1473787731334256605,1480610392,1,91.97
1476938238176225678,1487021571,1,140.27
1479905681893527974,1483768019,1,107.98
1480311877127336013,1478007873,1,1015.48
148135394525872002,1484770707,1,86.92
1483444603828015067,1480307065,1,23.99
1484502136369116439,1479052527,1,50.91
1486156672928256962,1481410651,1,48.97
148866414705224159,1487943822,1,10.99
1489415395577768246,1479530630,1,50.79
1489499358843992719,1482272133,1,19.59
1490558553818530030,1486760080,1,172.34
1495007874575994713,1482173013,1,11.19
1495136807015005077,1481993962,2,53.57
1496770085953274945,1485194990,1,35.99
1501789786482785393,1486777519,1,56.99
1505845633682209456,1481556165,1,107.96
1508632371147736112,1478279685,1,33.99
1508794680190064090,1481758049,1,55.37
1509098808540073763,1482178410,1,17.99
1510974355479295771,1486054170,1,27.48
1511007737584531447,1481577230,1,34.78
1514746421372852688,1481564234,1,195.93
1515533480532794253,1480651999,1,48.59
1515533480532794253,1482451604,1,39.39
1519300050555957150,1480904889,1,60.95
1520999328918083380,1481257903,1,82.99
1521151312115546535,1478632426,2,75.76
1521151312115546535,1479332881,1,78.32
1523099638352669499,1478283437,1,10.19
1531412460891558131,1483403119,1,39.98
1533016242418481907,1486434926,1,66.58
1537806691973735253,1478789613,1,32.99
1547996102864288970,1481738160,1,61.15
1547996102864288970,1482165979,1,51.79
1551685942677239452,1481588301,1,61.99
1553504908601719051,1481652978,1,15.47
1555076387153706787,1483412499,1,17.98
1555076387153706787,1485359576,1,22.49
155711517942843047,1483470975,1,107.31
155711517942843047,1484012596,1,1248.6
1560871818070295812,1488062443,1,11.99
1563165194353120614,1481044746,1,914.25
1563728423937786678,1486527147,1,84.99
1569773917154693900,1478653216,1,83.99
1576812212871623253,1487114339,1,110.84
1579091096057417396,1481693152,1,26.97
1582753362351351109,1483415747,1,17.38
1589619757343679069,1481426278,1,23.99
1590294463633434388,1484518570,1,22.98
1591673974231051081,1482280214,1,282.97
1591673974231051081,1483487862,1,247.16
1596912606849218999,1483974967,1,8.5
1596912606849218999,1484684674,1,12.5
1596912606849218999,1484796319,1,7.5
1599573902620912792,1479335861,1,16.99
1599852514978862986,1481075689,1,13.48
1600149537033335850,1484236611,1,531.34
160507326253742421,1486231286,1,29.97
160575523826516091,1481930505,1,23.99
1615259019878986588,1482445173,1,134.56
1618402686799055031,1481355663,1,1015.83
1620948710344032805,1484805232,1,107.18
1627208831212925916,1485477973,1,33.39
1627561548063707415,1480624684,1,61.17
1631417180035527260,1482271213,1,45.97
1631675056945352864,1478570923,1,24.99
1634312136039689042,1487806986,1,19.39
1634435651836897425,1482402531,1,17.19
1634896680671589410,1487368698,1,293.9
1636432037261130042,1483487213,1,210.14
1639589047263376521,1484259363,1,38.38
1639589047263376521,1486796102,1,46.79
1639589047263376521,1486862868,1,62.99
1642230725550397951,1480365031,1,76.99
1644471510299169992,1484272649,1,19.99
1649731062336600949,1481940614,2,60.77
1655308906576481640,1482449329,1,67.46
1655430627864078480,1487759989,1,104.98
1658702239532336072,1480527587,1,53.79
166183639311529563,1478140276,1,36.99
1665883834078021725,1480472776,1,767.64
1668298604221469868,1487117894,1,52.79
1680034700682349362,1487179154,1,47.49
1685233972617661487,1485764399,1,42.98
168621227564680642,1479788929,1,13.99
1689971713322520548,1478620773,1,24.58
1691262461712944619,1480534466,1,121.98
1697669626154342415,1480963612,1,60.99
1700283249840383567,1479355716,1,19.99
1700609130289534908,1480258436,1,20.99
1702474213534153249,1483413876,1,35.39
1704026974933419709,1481906904,1,50.98
1710028680254834304,1480380932,1,45.96
1710046532262949205,1478119010,1,61.27
1712593526957170290,1480130589,1,24.47
1714224568602115388,1486231827,1,48.98
1716182036681293379,1480923508,1,21.58
1716654206018570028,1482249883,1,23.99
1720006022504089919,1481339922,1,144.96
1722461121471854562,1482161849,1,34.98
1724440306318274648,1483630921,1,353.32
1725749160800980058,1480656927,1,41.58
1729629382364849141,1482796846,1,178.57
173033808547433503,1480117636,1,12.99
1735733574864942932,1486161876,1,114.72
1738165466373863553,1487357549,1,20.99
173863901552294318,1484256466,1,37.76
173863901552294318,1484399835,1,114.16
173863901552294318,1486648197,1,29.98
1738877552800780559,1481042725,1,21.59
1740096949560523754,1482610774,1,59.99
1740096949560523754,1483766331,1,4.99
1740516675967625074,1484791498,1,883.9
1743883708888557342,1481045085,1,374.85
1750309305209868521,1481146338,1,129.95
1754913906837979962,1481930550,1,99.6
175507400983740299,1481491845,1,20.49
1755285075789070273,1488328765,1,15.99
1755438626455874650,1478476889,1,82.94
1758403603414007957,1484861448,1,39.49
1759779356678951325,1481912077,1,259.3
1759779356678951325,1483030095,1,1483.63
1759779356678951325,1485467514,1,266.79
1759779356678951325,1487113101,1,262.9
176005021706950083,1485386572,1,15.99
1761613768305103159,1478540454,1,92.99
1765448131945417161,1487725841,1,81.34
1773585151550770060,1481397709,1,20.99
1774756696067199606,1483925055,1,567.85
1776097454835233933,1482297511,1,97.99
1781010856470588280,1486038053,1,18.48
1783799156295580451,1487271351,1,137.97
1787782148988607954,1479234118,1,26.99
1788821557612068875,1478085011,1,75.99
1790257828518199138,1479271699,1,153.93
1796752581308376483,1481144441,1,41.95
1799811796285351595,1481566348,1,97.58
1807168875830631146,1484164074,1,270.74
1807459329834754968,1481570276,1,83.94
180838537120109242,1478553548,1,16.59
1814166460229302850,1481860237,1,1172.15
1814166460229302850,1484275199,1,1194.88
1814166460229302850,1486135601,1,1180.47
1817311646985254835,1479857754,1,29.99
1818521455599915164,1481238769,1,22.99
1820693889236774017,1478039802,1,23.99
1824403942849017875,1482372087,1,39.74
1827094194524010860,1481928559,1,20.98
1827763305655925232,1481824837,1,207.68
1827763305655925232,1482175597,1,181.47
1828950887342366657,1486711562,1,32.99
1830678414845743421,1481395173,1,122.96
1833474884498014374,1487372328,1,76.18
1833888103682137596,1480094264,1,21.99
1838185518562718832,1478232588,1,31.98
1845281550200982748,1483627716,1,105.99
1849906954215296139,1485760289,1,103.93
1853598182868352688,1484846506,1,20.19
1856789034184748379,1478639412,1,62.99
1859923053751186774,1481324309,1,24.19
1862421020619343868,1478547965,1,89.78
1864017936714423665,1480987877,1,49.93
1864783493750770519,1479249341,1,48.77
1866457015323944789,1484670113,1,20.98
1868935000075627039,1481912457,1,28.99
1871702930440783292,1481034108,1,19.19
1875834855839567395,1483224091,1,97.03
187866444913017683,1480839715,1,78.96
1882187047309796513,1486571256,1,17.99
1882371542926030102,1480297308,1,11.99
1892415796758956218,1487380108,1,130.75
1895007641407662784,1486593402,1,9.75
1895782678595492670,1482446464,1,42.98
1900751757344358129,1478282790,1,194.9
1900860815673587826,1486651926,1,344.59
1900860815673587826,1487781593,1,73.38
1900898927258752827,1481319216,1,29.78
1906926996764473743,1487366573,1,253.29
1908025303707716232,1487205090,1,25.99
191180858641286054,1478650959,1,27.9
1912171696404614362,1481919206,1,75.58
1912325776785517959,1480967303,1,84.17
1912325776785517959,1480972956,1,14.59
1915070543661509940,1479687903,1,27.99
1915538933685278364,1483632043,1,108.0
1916023905118162049,1481843234,1,33.78
1917703421889337205,1481227030,1,19.99
1918500785081958231,1480636441,1,45.98
1919186994660632677,1487107681,1,34.59
191995188120830505,1481326135,1,42.95
1921879989553252986,1478371602,1,60.99
1922536845404331112,1481583482,1,45.79
192269026404761198,1487104486,1,21.99
1924458237730000404,1481238996,1,60.99
1925633389522225305,1486490366,1,117.36
192710626799609960,1479771576,1,22.99
1927175312147751345,1481324085,1,53.97
192847875246565811,1482109221,1,80.99
1940236239352027930,1484980553,1,94.98
1941279334540452285,1485271156,1,117.94
1945460168303919891,1479165085,1,33.0
1947121287364717065,1480719401,1,43.99
1952489722981028031,1481928963,1,80.75
1956307607572137989,1478630878,3,1480.95
1956307607572137989,1478708788,2,1387.05
1956307607572137989,1478811668,1,870.41
1956307607572137989,1478816995,1,647.93
1956307607572137989,1479414246,1,577.75
1956307607572137989,1479742819,1,1578.25
1956307607572137989,1480700022,1,549.87
1957458976293878100,1487097028,1,17859.5
1974892456165187964,1482437085,1,122.14
1978868515963084363,1481636511,1,62.99
1978868515963084363,1486952942,1,212.92
